2017-09-22 09:32:13.568 [main] INFO  org.springframework.test.context.web.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.support.DependencyInjectionTestExecutionListener@5fdba6f9]
2017-09-22 09:32:13.807 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\code\monitor\trunk\monitor\target\classes\META-INF\spring\app-dataSource.xml]
2017-09-22 09:32:13.919 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\code\monitor\trunk\monitor\target\classes\META-INF\spring\app-framework.xml]
2017-09-22 09:32:14.122 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from file [D:\code\monitor\trunk\monitor\target\classes\META-INF\spring\app-dataSource.xml]
2017-09-22 09:32:14.311 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:src/main/webapp/WEB-INF/webmvc-servlet.xml]
2017-09-22 09:32:14.703 [main] INFO  org.springframework.web.context.support.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@70beb599: startup date [Fri Sep 22 09:32:14 CST 2017]; root of context hierarchy
2017-09-22 09:32:15.012 [main] INFO  com.lycheeframework.core.common.placeholder.CustomPlaceholder - Local Mac Address is: 408d5cec61f0
2017-09-22 09:32:15.168 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService  'qbScheduler'
2017-09-22 09:32:15.168 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'qbScheduler' of type [class org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-09-22 09:32:16.779 [main] INFO  org.springframework.cache.ehcache.EhCacheManagerFactoryBean - Initializing EhCache CacheManager
2017-09-22 09:32:17.811 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/source/**] onto handler 'org.springframework.web.servlet.resource.ResourceHttpRequestHandler#0'
2017-09-22 09:32:17.840 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/source/**] onto handler 'resourceHttpRequestHandler'
2017-09-22 09:32:17.875 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/alarmthreshold/queryOnlyOne]}" onto public com.micropower.manager.model.po.Alarmthreshold com.micropower.manager.controller.admin.AlarmthresholdController.queryOnlyOne()
2017-09-22 09:32:17.876 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/alarmthreshold/recoverDefault]}" onto public java.lang.Integer com.micropower.manager.controller.admin.AlarmthresholdController.recoverDefault()
2017-09-22 09:32:17.876 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/alarmthreshold/updateAlarmThreshold]}" onto public java.lang.Integer com.micropower.manager.controller.admin.AlarmthresholdController.updateAlarmThreshold(com.micropower.manager.model.po.Alarmthreshold)
2017-09-22 09:32:17.876 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/alarmthreshold/updateAlarmThreshold1]}" onto public java.lang.Integer com.micropower.manager.controller.admin.AlarmthresholdController.updateAlarmThreshold1(java.lang.String)
2017-09-22 09:32:17.878 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/cabinetSet/queryOnlyOne]}" onto public com.micropower.manager.model.po.Cabinetparamter com.micropower.manager.controller.admin.CabinetSetController.queryOnlyOne()
2017-09-22 09:32:17.878 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/cabinetSet/recoverDefault]}" onto public java.lang.Integer com.micropower.manager.controller.admin.CabinetSetController.recoverDefault()
2017-09-22 09:32:17.878 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/bjm/cabinetSet/updateCabinet]}" onto public java.lang.Integer com.micropower.manager.controller.admin.CabinetSetController.updateAlarmThreshold(com.micropower.manager.model.po.Cabinetparamter)
