20170811092254	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092256	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092258	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092300	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092302	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092304	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092306	0.0 0.0 0.0 29.8 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092309	0.0 0.0 0.0 29.9 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092311	0.0 0.0 0.0 29.9 53.1 0 0 0 0 0 0 1 0 1 0 1
20170811092313	0.0 0.0 0.0 29.9 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092315	0.0 0.0 0.0 29.9 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092317	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092319	0.0 0.0 0.0 29.9 53.1 0 0 0 0 0 0 1 0 0 0 1
20170811092321	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092323	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092325	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092327	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092329	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092331	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092333	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092335	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092338	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092340	0.0 0.0 0.0 29.9 52.9 0 0 0 0 0 0 1 0 0 0 1
20170811092342	0.0 0.0 0.0 30.0 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092344	0.0 0.0 0.0 29.9 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092346	0.0 0.0 0.0 30.0 53.0 0 0 0 0 0 0 1 0 0 0 1
20170811092348	0.0 0.0 0.0 30.0 52.9 0 0 0 0 0 0 1 0 0 0 1
